activity_id,activity_name,city,country,category,price_aud,rating,suitable_for,duration_hours
AC-ZQN-012,Queenstown Hidden Villages Small-Group Tour,Queenstown,New Zealand,day trip,274,4.4,small groups,7.1
AC-ZQN-013,Queenstown Mountain Hike & Viewpoints,Queenstown,New Zealand,adventure,99,4.1,active travellers,6.8
AC-ZQN-014,Queenstown Bike Tour,Queenstown,New Zealand,adventure,110,3.8,"active travellers, families",3.7
AC-ZQN-015,Queenstown Zipline & Ropes Adventure,Queenstown,New Zealand,adventure,193,4.9,adventure seekers,3.6
AC-ZQN-016,Queenstown Rooftop Bar Crawl,Queenstown,New Zealand,nightlife,113,4.8,"adults, groups",3.4
AC-ZQN-017,Queenstown Live Music & Dinner Evening,Queenstown,New Zealand,nightlife,223,5,"couples, adults",4
AC-ZQN-018,Queenstown Craft & Artisan Workshop,Queenstown,New Zealand,class,141,3.9,everyone,2.1
AC-ZQN-019,Queenstown Language & Culture Crash Course,Queenstown,New Zealand,class,86,4.4,solo travellers,2.9
AC-ZQN-020,Queenstown Wellness & Spa Half-Day,Queenstown,New Zealand,wellness,342,4.2,couples,3.4
AC-ZQN-021,Queenstown Sunrise Yoga Session,Queenstown,New Zealand,wellness,52,3.5,everyone,1.9
AC-ZQN-022,Queenstown Hop-On Hop-Off Bus Pass,Queenstown,New Zealand,sightseeing,89,3.7,"families, everyone",5.2
AC-ZQN-023,Queenstown River & Canal Cruise,Queenstown,New Zealand,sightseeing,49,3.6,everyone,2.2
AC-ZQN-024,Queenstown Observation Deck Skip-the-Line,Queenstown,New Zealand,sightseeing,75,3.7,families,1.1
AC-ZQN-025,Queenstown Street Food Walking Tour — Morning Edition,Queenstown,New Zealand,food & drink,66,4.3,"couples, foodies",3.6
AC-ZQN-026,Queenstown Cooking Class with Local Chef — Morning Edition,Queenstown,New Zealand,food & drink,125,3.6,"couples, families",3.4
AC-ZQN-027,Queenstown Night Market & Tapas Crawl — Private Edition,Queenstown,New Zealand,food & drink,92,3.6,"adults, groups",3.6
AC-ZQN-028,Historic Queenstown City Walking Tour — Afternoon Edition,Queenstown,New Zealand,culture,75,4,everyone,3.3
AC-ZQN-029,Queenstown Museum & Gallery Pass — Afternoon Edition,Queenstown,New Zealand,culture,62,4.1,everyone,5.4
AC-ZQN-030,Queenstown Old Town Photography Tour — Afternoon Edition,Queenstown,New Zealand,culture,102,4.3,"couples, solo travellers",2.2
AC-ZQN-031,Queenstown Sunset Cruise — Morning Edition,Queenstown,New Zealand,water,221,4.8,"couples, families",2.8
AC-ZQN-032,Snorkelling Day Trip from Queenstown — Private Edition,Queenstown,New Zealand,water,133,3.9,"families, adventure seekers",7.5
AC-ZQN-033,Queenstown Kayak & Coastline Tour — Private Edition,Queenstown,New Zealand,water,152,3.8,active travellers,3.8
AC-ZQN-034,Queenstown Countryside Day Trip — Evening Edition,Queenstown,New Zealand,day trip,153,3.7,everyone,9
AC-ZQN-035,Wine & Vineyard Tour near Queenstown — Premium Edition,Queenstown,New Zealand,day trip,225,3.7,adults,6.2
AC-ZQN-036,Queenstown Hidden Villages Small-Group Tour — Small Group Edition,Queenstown,New Zealand,day trip,222,4.1,small groups,8.5
AC-ZQN-037,Queenstown Mountain Hike & Viewpoints — Morning Edition,Queenstown,New Zealand,adventure,166,4,active travellers,6.9
AC-NRT-001,Tokyo Street Food Walking Tour,Tokyo,Japan,food & drink,144,4.5,"couples, foodies",3.6
AC-NRT-002,Tokyo Cooking Class with Local Chef,Tokyo,Japan,food & drink,128,4.2,"couples, families",3.8
AC-NRT-003,Tokyo Night Market & Tapas Crawl,Tokyo,Japan,food & drink,128,4.1,"adults, groups",3.4
AC-NRT-004,Historic Tokyo City Walking Tour,Tokyo,Japan,culture,70,4.8,everyone,2.2
AC-NRT-005,Tokyo Museum & Gallery Pass,Tokyo,Japan,culture,79,4.1,everyone,3.9
AC-NRT-006,Tokyo Old Town Photography Tour,Tokyo,Japan,culture,119,4.1,"couples, solo travellers",3.1
AC-NRT-007,Tokyo Sunset Cruise,Tokyo,Japan,water,94,4.9,"couples, families",2.4
AC-NRT-008,Snorkelling Day Trip from Tokyo,Tokyo,Japan,water,263,4.8,"families, adventure seekers",6.4
AC-NRT-009,Tokyo Kayak & Coastline Tour,Tokyo,Japan,water,152,4.4,active travellers,3.1
AC-NRT-010,Tokyo Countryside Day Trip,Tokyo,Japan,day trip,152,4,everyone,9.9
AC-NRT-011,Wine & Vineyard Tour near Tokyo,Tokyo,Japan,day trip,336,4.2,adults,6.6
AC-NRT-012,Tokyo Hidden Villages Small-Group Tour,Tokyo,Japan,day trip,272,4.1,small groups,8
AC-NRT-013,Tokyo Mountain Hike & Viewpoints,Tokyo,Japan,adventure,148,3.5,active travellers,5.8
AC-NRT-014,Tokyo Bike Tour,Tokyo,Japan,adventure,77,3.9,"active travellers, families",3.7
AC-NRT-015,Tokyo Zipline & Ropes Adventure,Tokyo,Japan,adventure,112,4.1,adventure seekers,3.3
AC-NRT-016,Tokyo Rooftop Bar Crawl,Tokyo,Japan,nightlife,148,4.7,"adults, groups",3.1
AC-NRT-017,Tokyo Live Music & Dinner Evening,Tokyo,Japan,nightlife,257,4,"couples, adults",3.1
AC-NRT-018,Tokyo Craft & Artisan Workshop,Tokyo,Japan,class,186,3.7,everyone,2
AC-NRT-019,Tokyo Language & Culture Crash Course,Tokyo,Japan,class,71,3.6,solo travellers,2.3
AC-NRT-020,Tokyo Wellness & Spa Half-Day,Tokyo,Japan,wellness,179,4.7,couples,3.3
AC-NRT-021,Tokyo Sunrise Yoga Session,Tokyo,Japan,wellness,38,3.7,everyone,1.2
AC-NRT-022,Tokyo Hop-On Hop-Off Bus Pass,Tokyo,Japan,sightseeing,58,3.5,"families, everyone",6.2
AC-NRT-023,Tokyo River & Canal Cruise,Tokyo,Japan,sightseeing,106,4.7,everyone,2.2
AC-NRT-024,Tokyo Observation Deck Skip-the-Line,Tokyo,Japan,sightseeing,78,4.4,families,1.3
AC-NRT-025,Tokyo Street Food Walking Tour — Premium Edition,Tokyo,Japan,food & drink,109,3.5,"couples, foodies",3.2
AC-NRT-026,Tokyo Cooking Class with Local Chef — Afternoon Edition,Tokyo,Japan,food & drink,206,4.5,"couples, families",3.1
AC-NRT-027,Tokyo Night Market & Tapas Crawl — Evening Edition,Tokyo,Japan,food & drink,86,3.9,"adults, groups",3.5
AC-NRT-028,Historic Tokyo City Walking Tour — Premium Edition,Tokyo,Japan,culture,71,4.6,everyone,3
AC-NRT-029,Tokyo Museum & Gallery Pass — Morning Edition,Tokyo,Japan,culture,79,4.3,everyone,4.4
AC-NRT-030,Tokyo Old Town Photography Tour — Small Group Edition,Tokyo,Japan,culture,163,4.7,"couples, solo travellers",3.4
AC-NRT-031,Tokyo Sunset Cruise — Morning Edition,Tokyo,Japan,water,154,3.4,"couples, families",2.2
AC-NRT-032,Snorkelling Day Trip from Tokyo — Small Group Edition,Tokyo,Japan,water,236,4.2,"families, adventure seekers",6.7
AC-NRT-033,Tokyo Kayak & Coastline Tour — Premium Edition,Tokyo,Japan,water,101,3.7,active travellers,3
AC-NRT-034,Tokyo Countryside Day Trip — Evening Edition,Tokyo,Japan,day trip,286,4,everyone,9.5
AC-NRT-035,Wine & Vineyard Tour near Tokyo — Evening Edition,Tokyo,Japan,day trip,296,3.6,adults,7.6
AC-NRT-036,Tokyo Hidden Villages Small-Group Tour — Premium Edition,Tokyo,Japan,day trip,199,3.9,small groups,8.8
AC-NRT-037,Tokyo Mountain Hike & Viewpoints — Morning Edition,Tokyo,Japan,adventure,120,3.6,active travellers,4.8
AC-NRT-038,Tokyo Bike Tour — Premium Edition,Tokyo,Japan,adventure,103,4.7,"active travellers, families",3.7
AC-KIX-001,Osaka Street Food Walking Tour,Osaka,Japan,food & drink,127,3.5,"couples, foodies",3.3
AC-KIX-002,Osaka Cooking Class with Local Chef,Osaka,Japan,food & drink,141,4.4,"couples, families",3.3
AC-KIX-003,Osaka Night Market & Tapas Crawl,Osaka,Japan,food & drink,92,4.5,"adults, groups",3.4
AC-KIX-004,Historic Osaka City Walking Tour,Osaka,Japan,culture,61,3.7,everyone,3.4
AC-KIX-005,Osaka Museum & Gallery Pass,Osaka,Japan,culture,44,4.3,everyone,4.4
AC-KIX-006,Osaka Old Town Photography Tour,Osaka,Japan,culture,75,4.2,"couples, solo travellers",4
AC-KIX-007,Osaka Sunset Cruise,Osaka,Japan,water,206,3.5,"couples, families",2.4
AC-KIX-008,Snorkelling Day Trip from Osaka,Osaka,Japan,water,265,4.3,"families, adventure seekers",7.7
AC-KIX-009,Osaka Kayak & Coastline Tour,Osaka,Japan,water,152,4.5,active travellers,3.6
AC-KIX-010,Osaka Countryside Day Trip,Osaka,Japan,day trip,167,4.1,everyone,9.3
AC-KIX-011,Wine & Vineyard Tour near Osaka,Osaka,Japan,day trip,171,4.1,adults,7.2
AC-KIX-012,Osaka Hidden Villages Small-Group Tour,Osaka,Japan,day trip,261,4.4,small groups,7.8
AC-KIX-013,Osaka Mountain Hike & Viewpoints,Osaka,Japan,adventure,89,3.8,active travellers,7.5
AC-KIX-014,Osaka Bike Tour,Osaka,Japan,adventure,118,4.4,"active travellers, families",3.1
AC-KIX-015,Osaka Zipline & Ropes Adventure,Osaka,Japan,adventure,139,3.9,adventure seekers,2.8
AC-KIX-016,Osaka Rooftop Bar Crawl,Osaka,Japan,nightlife,74,3.8,"adults, groups",3.1
AC-KIX-017,Osaka Live Music & Dinner Evening,Osaka,Japan,nightlife,136,3.5,"couples, adults",3.8
AC-KIX-018,Osaka Craft & Artisan Workshop,Osaka,Japan,class,117,3.6,everyone,2.1
AC-KIX-019,Osaka Language & Culture Crash Course,Osaka,Japan,class,99,4.3,solo travellers,2
AC-KIX-020,Osaka Wellness & Spa Half-Day,Osaka,Japan,wellness,309,3.9,couples,4.7
AC-KIX-021,Osaka Sunrise Yoga Session,Osaka,Japan,wellness,45,4.9,everyone,1.6
AC-KIX-022,Osaka Hop-On Hop-Off Bus Pass,Osaka,Japan,sightseeing,66,3.6,"families, everyone",5.1
AC-KIX-023,Osaka River & Canal Cruise,Osaka,Japan,sightseeing,47,4.5,everyone,1.1
AC-KIX-024,Osaka Observation Deck Skip-the-Line,Osaka,Japan,sightseeing,66,4.4,families,1.9
AC-KIX-025,Osaka Street Food Walking Tour — Premium Edition,Osaka,Japan,food & drink,97,4.3,"couples, foodies",3.9
AC-KIX-026,Osaka Cooking Class with Local Chef — Afternoon Edition,Osaka,Japan,food & drink,169,4.1,"couples, families",3.1
AC-KIX-027,Osaka Night Market & Tapas Crawl — Evening Edition,Osaka,Japan,food & drink,76,4.5,"adults, groups",3.6
AC-KIX-028,Historic Osaka City Walking Tour — Evening Edition,Osaka,Japan,culture,70,3.5,everyone,2.2
AC-KIX-029,Osaka Museum & Gallery Pass — Morning Edition,Osaka,Japan,culture,92,3.9,everyone,5.4
AC-KIX-030,Osaka Old Town Photography Tour — Premium Edition,Osaka,Japan,culture,102,4.5,"couples, solo travellers",3.1
AC-KIX-031,Osaka Sunset Cruise — Morning Edition,Osaka,Japan,water,211,4.8,"couples, families",2.2
AC-KIX-032,Snorkelling Day Trip from Osaka — Evening Edition,Osaka,Japan,water,123,4.7,"families, adventure seekers",7
AC-KIX-033,Osaka Kayak & Coastline Tour — Afternoon Edition,Osaka,Japan,water,108,4.9,active travellers,3.3
AC-KIX-034,Osaka Countryside Day Trip — Evening Edition,Osaka,Japan,day trip,134,3.5,everyone,9.3
AC-KIX-035,Wine & Vineyard Tour near Osaka — Small Group Edition,Osaka,Japan,day trip,306,3.5,adults,8
AC-KIX-036,Osaka Hidden Villages Small-Group Tour — Morning Edition,Osaka,Japan,day trip,154,4.7,small groups,7.1
AC-KIX-037,Osaka Mountain Hike & Viewpoints — Afternoon Edition,Osaka,Japan,adventure,88,4.6,active travellers,6.7
AC-KIX-038,Osaka Bike Tour — Morning Edition,Osaka,Japan,adventure,91,4.3,"active travellers, families",3.6
AC-KIX-039,Osaka Zipline & Ropes Adventure — Small Group Edition,Osaka,Japan,adventure,146,4,adventure seekers,3.2
AC-KIX-040,Osaka Rooftop Bar Crawl — Private Edition,Osaka,Japan,nightlife,134,4.9,"adults, groups",3.4
AC-UKY-001,Kyoto Street Food Walking Tour,Kyoto,Japan,food & drink,77,4.9,"couples, foodies",3.2
AC-UKY-002,Kyoto Cooking Class with Local Chef,Kyoto,Japan,food & drink,124,4.9,"couples, families",3.6
AC-UKY-003,Kyoto Night Market & Tapas Crawl,Kyoto,Japan,food & drink,105,3.4,"adults, groups",3.4
AC-UKY-004,Historic Kyoto City Walking Tour,Kyoto,Japan,culture,64,3.8,everyone,2.9
AC-UKY-005,Kyoto Museum & Gallery Pass,Kyoto,Japan,culture,69,5,everyone,3.2
AC-UKY-006,Kyoto Old Town Photography Tour,Kyoto,Japan,culture,121,4.6,"couples, solo travellers",2.8
AC-UKY-007,Kyoto Sunset Cruise,Kyoto,Japan,water,153,4.4,"couples, families",2.7
AC-UKY-008,Snorkelling Day Trip from Kyoto,Kyoto,Japan,water,261,4.5,"families, adventure seekers",6.7
AC-UKY-009,Kyoto Kayak & Coastline Tour,Kyoto,Japan,water,130,4.7,active travellers,3.3
AC-UKY-010,Kyoto Countryside Day Trip,Kyoto,Japan,day trip,301,5,everyone,9.2
AC-UKY-011,Wine & Vineyard Tour near Kyoto,Kyoto,Japan,day trip,204,4.3,adults,7.5
AC-UKY-012,Kyoto Hidden Villages Small-Group Tour,Kyoto,Japan,day trip,179,3.4,small groups,7.1
AC-UKY-013,Kyoto Mountain Hike & Viewpoints,Kyoto,Japan,adventure,183,3.5,active travellers,5
AC-UKY-014,Kyoto Bike Tour,Kyoto,Japan,adventure,87,4.3,"active travellers, families",3.5
AC-UKY-015,Kyoto Zipline & Ropes Adventure,Kyoto,Japan,adventure,210,3.9,adventure seekers,2
AC-UKY-016,Kyoto Rooftop Bar Crawl,Kyoto,Japan,nightlife,144,4,"adults, groups",3.7
AC-UKY-017,Kyoto Live Music & Dinner Evening,Kyoto,Japan,nightlife,109,4.4,"couples, adults",3.4
AC-UKY-018,Kyoto Craft & Artisan Workshop,Kyoto,Japan,class,87,4.4,everyone,2.5
AC-UKY-019,Kyoto Language & Culture Crash Course,Kyoto,Japan,class,55,4.9,solo travellers,2.2
AC-UKY-020,Kyoto Wellness & Spa Half-Day,Kyoto,Japan,wellness,340,4.9,couples,4.5
AC-UKY-021,Kyoto Sunrise Yoga Session,Kyoto,Japan,wellness,76,4.7,everyone,1.9
AC-UKY-022,Kyoto Hop-On Hop-Off Bus Pass,Kyoto,Japan,sightseeing,70,4.3,"families, everyone",5.2
AC-UKY-023,Kyoto River & Canal Cruise,Kyoto,Japan,sightseeing,70,4.1,everyone,1.3
AC-UKY-024,Kyoto Observation Deck Skip-the-Line,Kyoto,Japan,sightseeing,55,4.4,families,1.8
AC-UKY-025,Kyoto Street Food Walking Tour — Private Edition,Kyoto,Japan,food & drink,120,4.4,"couples, foodies",3.9
AC-UKY-026,Kyoto Cooking Class with Local Chef — Afternoon Edition,Kyoto,Japan,food & drink,130,4.3,"couples, families",3.6
AC-UKY-027,Kyoto Night Market & Tapas Crawl — Small Group Edition,Kyoto,Japan,food & drink,81,4.7,"adults, groups",3.4
AC-UKY-028,Historic Kyoto City Walking Tour — Afternoon Edition,Kyoto,Japan,culture,74,4.5,everyone,3.3
AC-UKY-029,Kyoto Museum & Gallery Pass — Premium Edition,Kyoto,Japan,culture,47,4.4,everyone,5.4
AC-UKY-030,Kyoto Old Town Photography Tour — Private Edition,Kyoto,Japan,culture,117,3.4,"couples, solo travellers",3.1
AC-UKY-031,Kyoto Sunset Cruise — Premium Edition,Kyoto,Japan,water,133,3.9,"couples, families",2.6
AC-UKY-032,Snorkelling Day Trip from Kyoto — Afternoon Edition,Kyoto,Japan,water,218,3.9,"families, adventure seekers",7.8
AC-UKY-033,Kyoto Kayak & Coastline Tour — Afternoon Edition,Kyoto,Japan,water,115,3.7,active travellers,3.5
AC-UKY-034,Kyoto Countryside Day Trip — Premium Edition,Kyoto,Japan,day trip,194,4.8,everyone,8.1
AC-CTS-001,Sapporo Street Food Walking Tour,Sapporo,Japan,food & drink,67,4.3,"couples, foodies",3.7
AC-CTS-002,Sapporo Cooking Class with Local Chef,Sapporo,Japan,food & drink,83,4.2,"couples, families",3.7
AC-CTS-003,Sapporo Night Market & Tapas Crawl,Sapporo,Japan,food & drink,68,4.1,"adults, groups",3.4
AC-CTS-004,Historic Sapporo City Walking Tour,Sapporo,Japan,culture,30,4.4,everyone,2.6
AC-CTS-005,Sapporo Museum & Gallery Pass,Sapporo,Japan,culture,48,3.5,everyone,3.6
AC-CTS-006,Sapporo Old Town Photography Tour,Sapporo,Japan,culture,128,4.9,"couples, solo travellers",3.1
AC-CTS-007,Sapporo Sunset Cruise,Sapporo,Japan,water,195,4.8,"couples, families",2.2
AC-CTS-008,Snorkelling Day Trip from Sapporo,Sapporo,Japan,water,148,4.4,"families, adventure seekers",7.6
AC-CTS-009,Sapporo Kayak & Coastline Tour,Sapporo,Japan,water,149,3.6,active travellers,3.3
AC-CTS-010,Sapporo Countryside Day Trip,Sapporo,Japan,day trip,110,4,everyone,10
AC-CTS-011,Wine & Vineyard Tour near Sapporo,Sapporo,Japan,day trip,150,3.7,adults,7.5
AC-CTS-012,Sapporo Hidden Villages Small-Group Tour,Sapporo,Japan,day trip,101,4,small groups,7.9
AC-CTS-013,Sapporo Mountain Hike & Viewpoints,Sapporo,Japan,adventure,108,4.1,active travellers,5.7
AC-CTS-014,Sapporo Bike Tour,Sapporo,Japan,adventure,105,4.9,"active travellers, families",3.1
AC-CTS-015,Sapporo Zipline & Ropes Adventure,Sapporo,Japan,adventure,163,4,adventure seekers,2.9
AC-CTS-016,Sapporo Rooftop Bar Crawl,Sapporo,Japan,nightlife,89,4.4,"adults, groups",3.8
AC-CTS-017,Sapporo Live Music & Dinner Evening,Sapporo,Japan,nightlife,159,4.4,"couples, adults",3.8
AC-CTS-018,Sapporo Craft & Artisan Workshop,Sapporo,Japan,class,93,4.3,everyone,2
AC-CTS-019,Sapporo Language & Culture Crash Course,Sapporo,Japan,class,44,4.7,solo travellers,2.3
AC-CTS-020,Sapporo Wellness & Spa Half-Day,Sapporo,Japan,wellness,239,4.2,couples,4.7
AC-CTS-021,Sapporo Sunrise Yoga Session,Sapporo,Japan,wellness,70,4.7,everyone,1.8
AC-CTS-022,Sapporo Hop-On Hop-Off Bus Pass,Sapporo,Japan,sightseeing,80,4.3,"families, everyone",6.6
AC-CTS-023,Sapporo River & Canal Cruise,Sapporo,Japan,sightseeing,84,3.9,everyone,1.8
AC-CTS-024,Sapporo Observation Deck Skip-the-Line,Sapporo,Japan,sightseeing,52,3.7,families,1.9
AC-CTS-025,Sapporo Street Food Walking Tour — Premium Edition,Sapporo,Japan,food & drink,73,3.8,"couples, foodies",3.6
AC-CTS-026,Sapporo Cooking Class with Local Chef — Afternoon Edition,Sapporo,Japan,food & drink,117,3.4,"couples, families",3.5
AC-CTS-027,Sapporo Night Market & Tapas Crawl — Small Group Edition,Sapporo,Japan,food & drink,105,4.9,"adults, groups",3.8
AC-CTS-028,Historic Sapporo City Walking Tour — Morning Edition,Sapporo,Japan,culture,55,4.9,everyone,3.3
AC-CTS-029,Sapporo Museum & Gallery Pass — Premium Edition,Sapporo,Japan,culture,87,4.6,everyone,5.8
AC-CTS-030,Sapporo Old Town Photography Tour — Morning Edition,Sapporo,Japan,culture,119,4.2,"couples, solo travellers",2.7
AC-CTS-031,Sapporo Sunset Cruise — Morning Edition,Sapporo,Japan,water,172,4.9,"couples, families",2.8
AC-CTS-032,Snorkelling Day Trip from Sapporo — Private Edition,Sapporo,Japan,water,223,3.7,"families, adventure seekers",8
AC-CTS-033,Sapporo Kayak & Coastline Tour — Evening Edition,Sapporo,Japan,water,114,4.1,active travellers,3.9
AC-CTS-034,Sapporo Countryside Day Trip — Evening Edition,Sapporo,Japan,day trip,187,4.4,everyone,9.8
AC-CTS-035,Wine & Vineyard Tour near Sapporo — Private Edition,Sapporo,Japan,day trip,316,3.6,adults,7
AC-ICN-001,Seoul Street Food Walking Tour,Seoul,South Korea,food & drink,80,4.5,"couples, foodies",2.7
AC-ICN-002,Seoul Cooking Class with Local Chef,Seoul,South Korea,food & drink,92,4.5,"couples, families",3.8
AC-ICN-003,Seoul Night Market & Tapas Crawl,Seoul,South Korea,food & drink,65,3.4,"adults, groups",3.3
AC-ICN-004,Historic Seoul City Walking Tour,Seoul,South Korea,culture,40,4.9,everyone,3.4
AC-ICN-005,Seoul Museum & Gallery Pass,Seoul,South Korea,culture,53,4.7,everyone,4.5
AC-ICN-006,Seoul Old Town Photography Tour,Seoul,South Korea,culture,81,3.7,"couples, solo travellers",2.8
AC-ICN-007,Seoul Sunset Cruise,Seoul,South Korea,water,130,3.8,"couples, families",2
AC-ICN-008,Snorkelling Day Trip from Seoul,Seoul,South Korea,water,260,3.8,"families, adventure seekers",7.1
AC-ICN-009,Seoul Kayak & Coastline Tour,Seoul,South Korea,water,103,4.7,active travellers,3.7
AC-ICN-010,Seoul Countryside Day Trip,Seoul,South Korea,day trip,252,3.5,everyone,9.1
AC-ICN-011,Wine & Vineyard Tour near Seoul,Seoul,South Korea,day trip,281,4.9,adults,6.6
AC-ICN-012,Seoul Hidden Villages Small-Group Tour,Seoul,South Korea,day trip,194,4.5,small groups,7.7
AC-ICN-013,Seoul Mountain Hike & Viewpoints,Seoul,South Korea,adventure,59,4.5,active travellers,5.3
AC-ICN-014,Seoul Bike Tour,Seoul,South Korea,adventure,55,4.8,"active travellers, families",3.5
AC-ICN-015,Seoul Zipline & Ropes Adventure,Seoul,South Korea,adventure,167,3.9,adventure seekers,3.5
AC-ICN-016,Seoul Rooftop Bar Crawl,Seoul,South Korea,nightlife,122,4.5,"adults, groups",3.9
